model_name,model_id,family,provider,deployment,parameters_b,context_length_k,dataset,horizon,prompt_strategy,representation,smape,mae,rmse,inference_time_s,co2_g,cost_usd_per_1k_forecasts,run_id,evaluation_date,hardware,quantization,notes
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot+few,CSV numeric,32.048,0.12976,0.20542,0.811,1.13232,0.02626,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot+few,CSV numeric,30.998,0.15724,0.2429,0.994,1.16029,0.03316,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot+few,CSV numeric,31.183,0.16822,0.23193,0.865,1.17299,0.02924,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,96,cot+few,CSV numeric,31.802,0.12932,0.15779,1.008,1.16593,0.02912,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,zero-shot,CSV numeric,35.316,0.15752,0.21643,1.144,1.2052,0.0296,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,zero-shot,CSV numeric,34.411,0.16737,0.2225,1.056,1.18367,0.03262,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,zero-shot,CSV numeric,34.217,0.14487,0.23006,0.997,1.29792,0.03327,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,zero-shot,CSV numeric,32.923,0.16645,0.23164,0.993,0.89882,0.03533,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,zero-shot,CSV numeric,33.875,0.17324,0.24753,1.059,1.00736,0.03057,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,few-shot,CSV numeric,34.311,0.13871,0.22903,0.914,1.13246,0.02915,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,few-shot,CSV numeric,32.826,0.13843,0.20529,1.246,1.20359,0.03036,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,few-shot,CSV numeric,32.678,0.14909,0.17988,1.086,1.29499,0.03289,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,few-shot,CSV numeric,33.329,0.16525,0.23606,1.025,1.24686,0.03228,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,few-shot,CSV numeric,33.608,0.14725,0.24125,1.01,0.97158,0.0299,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot,CSV numeric,35.076,0.18818,0.27633,1.176,1.27287,0.03211,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot,CSV numeric,33.984,0.18155,0.28519,1.169,1.08205,0.03704,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot,CSV numeric,32.751,0.16456,0.22725,1.115,1.34006,0.03466,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot,CSV numeric,33.964,0.16927,0.28176,1.143,1.3224,0.03688,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot,CSV numeric,36.516,0.16126,0.23175,1.22,1.34982,0.03004,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot+few,CSV numeric,32.852,0.14522,0.23019,1.23,1.16493,0.0297,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot+few,CSV numeric,33.259,0.17246,0.23693,0.943,1.00916,0.03669,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot+few,CSV numeric,34.261,0.14243,0.19319,1.26,1.0819,0.03301,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot+few,CSV numeric,32.656,0.14228,0.22869,1.197,1.08388,0.03757,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Covid-19,192,cot+few,CSV numeric,32.275,0.16772,0.20391,1.034,1.31884,0.03765,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,zero-shot,CSV numeric,28.838,0.51864,0.83384,1.043,0.87711,0.0297,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,zero-shot,CSV numeric,29.32,0.51407,0.84438,0.965,0.83899,0.02743,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,zero-shot,CSV numeric,30.574,0.43867,0.71704,0.826,0.94583,0.0327,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,zero-shot,CSV numeric,27.905,0.52525,0.65664,0.978,1.04124,0.03352,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,zero-shot,CSV numeric,29.32,0.47388,0.72488,1.133,1.17414,0.03312,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,few-shot,CSV numeric,27.499,0.47858,0.77974,1.097,1.15114,0.03287,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,few-shot,CSV numeric,27.779,0.41462,0.55822,1.132,1.02239,0.02709,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,few-shot,CSV numeric,27.696,0.49443,0.79806,1.078,0.77462,0.02958,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,few-shot,CSV numeric,27.375,0.52519,0.6759,1.015,1.03531,0.03113,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,few-shot,CSV numeric,25.88,0.47194,0.71407,0.838,0.93338,0.03042,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot,CSV numeric,29.142,0.53861,0.73194,1.083,0.82337,0.03242,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot,CSV numeric,28.118,0.48375,0.65803,1.019,0.85637,0.03266,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot,CSV numeric,28.956,0.56653,0.88145,1.009,1.16458,0.02748,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot,CSV numeric,28.47,0.46825,0.73605,0.816,0.96386,0.03137,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot,CSV numeric,27.337,0.4267,0.6111,1.09,0.85342,0.0288,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot+few,CSV numeric,25.195,0.48679,0.59241,0.984,0.78271,0.03382,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot+few,CSV numeric,25.765,0.42774,0.57167,0.997,0.8225,0.03269,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot+few,CSV numeric,25.536,0.44472,0.72063,0.869,0.83759,0.02929,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot+few,CSV numeric,26.53,0.38793,0.61975,0.974,1.03088,0.03058,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,96,cot+few,CSV numeric,25.965,0.40697,0.64205,0.945,1.03026,0.034,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,zero-shot,CSV numeric,32.5,0.54512,0.75262,0.944,1.37244,0.03825,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,zero-shot,CSV numeric,30.707,0.599,0.72934,1.27,1.30812,0.03072,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,zero-shot,CSV numeric,33.164,0.61986,0.84279,1.036,1.19222,0.03004,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,zero-shot,CSV numeric,30.834,0.5031,0.73135,0.977,0.9487,0.03512,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,zero-shot,CSV numeric,29.969,0.53864,0.75429,1.154,1.05377,0.03709,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,few-shot,CSV numeric,30.871,0.59314,0.79144,0.92,1.15495,0.03082,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,few-shot,CSV numeric,31.089,0.58175,0.92835,1.128,1.38761,0.03323,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,few-shot,CSV numeric,29.491,0.55463,0.72692,0.97,0.87921,0.03187,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,few-shot,CSV numeric,29.457,0.47029,0.70384,1.184,1.36515,0.02951,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,few-shot,CSV numeric,29.931,0.52512,0.65591,1.042,1.18975,0.03643,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot,CSV numeric,32.484,0.58387,0.88919,1.225,1.0157,0.03612,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot,CSV numeric,31.045,0.48479,0.73231,1.156,0.99368,0.03311,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot,CSV numeric,30.743,0.57041,0.68469,1.091,0.94323,0.03508,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot,CSV numeric,31.763,0.54175,0.79692,1.022,1.01546,0.03607,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot,CSV numeric,31.078,0.57629,0.88029,1.234,0.98568,0.03366,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot+few,CSV numeric,28.792,0.55623,0.85531,1.136,1.25031,0.03143,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot+few,CSV numeric,27.374,0.51204,0.63756,1.261,1.33946,0.03827,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot+few,CSV numeric,28.582,0.455,0.6783,0.949,1.26233,0.03011,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot+few,CSV numeric,30.24,0.44422,0.69106,0.974,0.95069,0.03027,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Retail,192,cot+few,CSV numeric,28.393,0.553,0.79815,1.002,0.93542,0.02875,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,zero-shot,CSV numeric,31.538,0.64101,0.77788,0.842,0.90926,0.03226,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,zero-shot,CSV numeric,34.059,0.8375,1.26486,1.101,0.84199,0.03265,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,zero-shot,CSV numeric,34.916,0.93657,1.50252,0.849,1.22356,0.03283,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,zero-shot,CSV numeric,34.093,0.70705,1.17951,0.859,1.13855,0.02915,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,zero-shot,CSV numeric,31.702,0.64004,1.00008,0.978,1.20019,0.0272,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,few-shot,CSV numeric,33.629,0.70525,0.874,1.133,0.81143,0.02731,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,few-shot,CSV numeric,31.056,0.66307,0.86938,1.031,0.94938,0.03302,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,few-shot,CSV numeric,31.37,0.67953,1.01859,1.096,0.93224,0.03213,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,few-shot,CSV numeric,30.495,0.71887,1.12636,0.828,0.97747,0.02636,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,few-shot,CSV numeric,30.599,0.73617,1.00375,0.833,1.2129,0.02834,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot,CSV numeric,32.203,0.65235,0.97114,0.896,1.17143,0.03164,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot,CSV numeric,32.527,0.77226,1.01624,0.813,1.05968,0.02734,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot,CSV numeric,32.445,0.77219,1.0074,1.133,1.02322,0.02699,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot,CSV numeric,32.341,0.86335,1.21914,0.949,0.98056,0.02802,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot,CSV numeric,32.886,0.78406,1.29143,1.052,0.79809,0.02911,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot+few,CSV numeric,30.881,0.67351,1.03362,0.904,1.17028,0.0298,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot+few,CSV numeric,30.095,0.78634,1.21207,1.106,1.15403,0.0306,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot+few,CSV numeric,30.232,0.65713,1.07616,0.825,1.22072,0.02844,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot+few,CSV numeric,31.798,0.69876,1.17158,0.82,0.92666,0.03331,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,96,cot+few,CSV numeric,31.256,0.67411,1.11186,1.084,0.80289,0.03072,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,zero-shot,CSV numeric,35.009,0.73917,1.11445,0.951,1.10308,0.03114,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,zero-shot,CSV numeric,37.153,0.87899,1.14933,1.249,1.30082,0.03123,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,zero-shot,CSV numeric,36.631,0.78786,1.06072,1.048,0.93229,0.03549,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,zero-shot,CSV numeric,35.678,0.93507,1.2347,0.968,1.04083,0.03003,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,zero-shot,CSV numeric,37.347,0.92922,1.48498,1.183,0.97598,0.02998,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,few-shot,CSV numeric,35.306,0.90798,1.23962,0.908,1.20963,0.03058,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,few-shot,CSV numeric,33.807,0.66301,0.9643,1.051,1.33303,0.03584,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,few-shot,CSV numeric,34.698,0.88207,1.40744,1.151,1.36041,0.03666,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,few-shot,CSV numeric,33.31,0.74486,1.02415,1.092,1.37408,0.03477,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,few-shot,CSV numeric,35.227,0.93567,1.45042,1.003,1.34765,0.03203,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,cot,CSV numeric,35.354,0.81648,1.35684,1.003,1.02665,0.03521,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,cot,CSV numeric,35.507,0.74827,1.25263,1.194,1.0338,0.03216,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Gemma 2 9B IT,google/gemma-2-9b-it,Gemma,Local,Local,9.0,8.0,Wiki2000,192,cot,CSV numeric,36.445,0.89484,1.32483,1.193,0.87033,0.03682,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
